Waktu,Vc(V)
0.002110,-1.#IND00
0.002120,-1.#IND00
0.002130,-1.#IND00
0.002140,-1.#IND00
0.002150,-1.#IND00
0.002160,-1.#IND00
0.002170,-1.#IND00
0.002180,-1.#IND00
0.002190,-1.#IND00
0.002200,-1.#IND00
0.002210,-1.#IND00
0.002220,-1.#IND00
0.002230,-1.#IND00
0.002240,-1.#IND00
0.002250,-1.#IND00
0.002260,-1.#IND00
0.002270,-1.#IND00
0.002280,-1.#IND00
0.002290,-1.#IND00
0.002300,-1.#IND00
0.002310,-1.#IND00
0.002320,-1.#IND00
0.002330,-1.#IND00
0.002340,-1.#IND00
0.002350,-1.#IND00
0.002360,-1.#IND00
0.002370,-1.#IND00
0.002380,-1.#IND00
0.002390,-1.#IND00
0.002400,-1.#IND00
0.002410,-1.#IND00
0.002420,-1.#IND00
0.002430,-1.#IND00
0.002440,-1.#IND00
0.002450,-1.#IND00
0.002460,-1.#IND00
0.002470,-1.#IND00
0.002480,-1.#IND00
0.002490,-1.#IND00
0.002500,-1.#IND00
0.002510,-1.#IND00
0.002520,-1.#IND00
0.002530,-1.#IND00
0.002540,-1.#IND00
0.002550,-1.#IND00
0.002560,-1.#IND00
0.002570,-1.#IND00
0.002580,-1.#IND00
0.002590,-1.#IND00
0.002600,-1.#IND00
0.002610,-1.#IND00
0.002620,-1.#IND00
0.002630,-1.#IND00
0.002640,-1.#IND00
0.002650,-1.#IND00
0.002660,-1.#IND00
0.002670,-1.#IND00
0.002680,-1.#IND00
0.002690,-1.#IND00
0.002700,-1.#IND00
0.002710,-1.#IND00
0.002720,-1.#IND00
0.002730,-1.#IND00
0.002740,-1.#IND00
0.002750,-1.#IND00
0.002760,-1.#IND00
0.002770,-1.#IND00
0.002780,-1.#IND00
0.002790,-1.#IND00
0.002800,-1.#IND00
0.002810,-1.#IND00
0.002820,-1.#IND00
0.002830,-1.#IND00
0.002840,-1.#IND00
0.002850,-1.#IND00
0.002860,-1.#IND00
0.002870,-1.#IND00
0.002880,-1.#IND00
0.002890,-1.#IND00
0.002900,-1.#IND00
0.002910,-1.#IND00
0.002920,-1.#IND00
0.002930,-1.#IND00
0.002940,-1.#IND00
0.002950,-1.#IND00
0.002960,-1.#IND00
0.002970,-1.#IND00
0.002980,-1.#IND00
0.002990,-1.#IND00
0.003000,-1.#IND00
0.003010,-1.#IND00
0.003020,-1.#IND00
0.003030,-1.#IND00
0.003040,-1.#IND00
0.003050,-1.#IND00
0.003060,-1.#IND00
0.003070,-1.#IND00
0.003080,-1.#IND00
0.003090,-1.#IND00
0.003100,-1.#IND00
0.003110,-1.#IND00
0.003120,-1.#IND00
0.003130,-1.#IND00
0.003140,-1.#IND00
0.003150,-1.#IND00
0.003160,-1.#IND00
0.003170,-1.#IND00
0.003180,-1.#IND00
0.003190,-1.#IND00
0.003200,-1.#IND00
0.003210,-1.#IND00
0.003220,-1.#IND00
0.003230,-1.#IND00
0.003240,-1.#IND00
0.003250,-1.#IND00
0.003260,-1.#IND00
0.003270,-1.#IND00
0.003280,-1.#IND00
0.003290,-1.#IND00
0.003300,-1.#IND00
0.003310,-1.#IND00
0.003320,-1.#IND00
0.003330,-1.#IND00
0.003340,-1.#IND00
0.003350,-1.#IND00
0.003360,-1.#IND00
0.003370,-1.#IND00
0.003380,-1.#IND00
0.003390,-1.#IND00
0.003400,-1.#IND00
0.003410,-1.#IND00
0.003420,-1.#IND00
0.003430,-1.#IND00
0.003440,-1.#IND00
0.003450,-1.#IND00
0.003460,-1.#IND00
0.003470,-1.#IND00
0.003480,-1.#IND00
0.003490,-1.#IND00
0.003500,-1.#IND00
0.003510,-1.#IND00
0.003520,-1.#IND00
0.003530,-1.#IND00
0.003540,-1.#IND00
0.003550,-1.#IND00
0.003560,-1.#IND00
0.003570,-1.#IND00
0.003580,-1.#IND00
0.003590,-1.#IND00
0.003600,-1.#IND00
0.003610,-1.#IND00
0.003620,-1.#IND00
0.003630,-1.#IND00
0.003640,-1.#IND00
0.003650,-1.#IND00
0.003660,-1.#IND00
0.003670,-1.#IND00
0.003680,-1.#IND00
0.003690,-1.#IND00
0.003700,-1.#IND00
0.003710,-1.#IND00
0.003720,-1.#IND00
0.003730,-1.#IND00
0.003740,-1.#IND00
0.003750,-1.#IND00
0.003760,-1.#IND00
0.003770,-1.#IND00
0.003780,-1.#IND00
0.003790,-1.#IND00
0.003800,-1.#IND00
0.003810,-1.#IND00
0.003820,-1.#IND00
0.003830,-1.#IND00
0.003840,-1.#IND00
0.003850,-1.#IND00
0.003860,-1.#IND00
0.003870,-1.#IND00
0.003880,-1.#IND00
0.003890,-1.#IND00
0.003900,-1.#IND00
0.003910,-1.#IND00
0.003920,-1.#IND00
0.003930,-1.#IND00
0.003940,-1.#IND00
0.003950,-1.#IND00
