Waktu,Vc(V)
0.003810,50.000000
0.003820,-30.000000
0.003830,50.000000
0.003840,-30.000000
0.003850,50.000000
0.003860,-30.000000
0.003870,50.000000
0.003880,-30.000000
0.003890,50.000000
0.003900,-30.000000
0.003910,50.000000
0.003920,-30.000000
0.003930,50.000000
0.003940,-30.000000
0.003950,50.000000
0.003960,-30.000000
0.003970,50.000000
0.003980,-30.000000
0.003990,50.000000
0.004000,-30.000000
0.004010,50.000000
0.004020,-30.000000
0.004030,50.000000
0.004040,-30.000000
0.004050,50.000000
0.004060,-30.000000
0.004070,50.000000
0.004080,-30.000000
0.004090,50.000000
0.004100,-30.000000
0.004110,50.000000
0.004120,-30.000000
0.004130,50.000000
0.004140,-30.000000
0.004150,50.000000
0.004160,-30.000000
0.004170,50.000000
0.004180,-30.000000
0.004190,50.000000
0.004200,-30.000000
0.004210,50.000000
0.004220,-30.000000
0.004230,50.000000
0.004240,-30.000000
0.004250,50.000000
0.004260,-30.000000
0.004270,50.000000
0.004280,-30.000000
0.004290,50.000000
0.004300,-30.000000
0.004310,50.000000
0.004320,-30.000000
0.004330,50.000000
0.004340,-30.000000
0.004350,50.000000
0.004360,-30.000000
0.004370,50.000000
0.004380,-30.000000
0.004390,50.000000
0.004400,-30.000000
0.004410,50.000000
0.004420,-30.000000
0.004430,50.000000
0.004440,-30.000000
0.004450,50.000000
0.004460,-30.000000
0.004470,50.000000
0.004480,-30.000000
0.004490,50.000000
0.004500,-30.000000
0.004510,50.000000
0.004520,-30.000000
0.004530,50.000000
0.004540,-30.000000
0.004550,50.000000
0.004560,-30.000000
0.004570,50.000000
0.004580,-30.000000
0.004590,50.000000
0.004600,-30.000000
0.004610,50.000000
0.004620,-30.000000
0.004630,50.000000
0.004640,-30.000000
0.004650,50.000000
0.004660,-30.000000
0.004670,50.000000
0.004680,-30.000000
0.004690,50.000000
0.004700,-30.000000
0.004710,50.000000
0.004720,-30.000000
0.004730,50.000000
0.004740,-30.000000
0.004750,50.000000
0.004760,-30.000000
0.004770,50.000000
0.004780,-30.000000
0.004790,50.000000
0.004800,-30.000000
0.004810,50.000000
0.004820,-30.000000
0.004830,50.000000
0.004840,-30.000000
0.004850,50.000000
0.004860,-30.000000
0.004870,50.000000
0.004880,-30.000000
0.004890,50.000000
0.004900,-30.000000
0.004910,50.000000
0.004920,-30.000000
0.004930,50.000000
0.004940,-30.000000
0.004950,50.000000
0.004960,-30.000000
0.004970,50.000000
0.004980,-30.000000
0.004990,50.000000
0.005000,-30.000000
0.005010,50.000000
0.005020,-30.000000
0.005030,50.000000
0.005040,-30.000000
0.005050,50.000000
0.005060,-30.000000
0.005070,50.000000
0.005080,-30.000000
0.005090,50.000000
0.005100,-30.000000
0.005110,50.000000
0.005120,-30.000000
0.005130,50.000000
0.005140,-30.000000
0.005150,50.000000
0.005160,-30.000000
0.005170,50.000000
0.005180,-30.000000
0.005190,50.000000
0.005200,-30.000000
0.005210,50.000000
0.005220,-30.000000
0.005230,50.000000
0.005240,-30.000000
0.005250,50.000000
0.005260,-30.000000
0.005270,50.000000
0.005280,-30.000000
0.005290,50.000000
0.005300,-30.000000
0.005310,50.000000
0.005320,-30.000000
0.005330,50.000000
0.005340,-30.000000
0.005350,50.000000
0.005360,-30.000000
0.005370,50.000000
0.005380,-30.000000
0.005390,50.000000
0.005400,-30.000000
0.005410,50.000000
0.005420,-30.000000
0.005430,50.000000
0.005440,-30.000000
0.005450,50.000000
0.005460,-30.000000
0.005470,50.000000
0.005480,-30.000000
0.005490,50.000000
0.005500,-30.000000
0.005510,50.000000
0.005520,-30.000000
0.005530,50.000000
0.005540,-30.000000
0.005550,50.000000
0.005560,-30.000000
0.005570,50.000000
0.005580,-30.000000
0.005590,50.000000
0.005600,-30.000000
0.005610,50.000000
0.005620,-30.000000
0.005630,50.000000
0.005640,-30.000000
0.005650,50.000000
0.005660,-30.000000
0.005670,50.000000
0.005680,-30.000000
0.005690,50.000000
0.005700,-30.000000
0.005710,50.000000
0.005720,-30.000000
0.005730,50.000000
0.005740,-30.000000
0.005750,50.000000
0.005760,-30.000000
0.005770,50.000000
0.005780,-30.000000
0.005790,50.000000
0.005800,-30.000000
0.005810,50.000000
0.005820,-30.000000
0.005830,50.000000
0.005840,-30.000000
0.005850,50.000000
0.005860,-30.000000
0.005870,50.000000
0.005880,-30.000000
0.005890,50.000000
0.005900,-30.000000
0.005910,50.000000
0.005920,-30.000000
0.005930,50.000000
0.005940,-30.000000
0.005950,50.000000
0.005960,-30.000000
0.005970,50.000000
0.005980,-30.000000
0.005990,50.000000
0.006000,-30.000000
0.006010,50.000000
0.006020,-30.000000
0.006030,50.000000
0.006040,-30.000000
0.006050,50.000000
0.006060,-30.000000
0.006070,50.000000
0.006080,-30.000000
0.006090,50.000000
0.006100,-30.000000
0.006110,50.000000
0.006120,-30.000000
0.006130,50.000000
0.006140,-30.000000
0.006150,50.000000
0.006160,-30.000000
0.006170,50.000000
0.006180,-30.000000
0.006190,50.000000
0.006200,-30.000000
0.006210,50.000000
0.006220,-30.000000
0.006230,50.000000
0.006240,-30.000000
0.006250,50.000000
0.006260,-30.000000
0.006270,50.000000
0.006280,-30.000000
0.006290,50.000000
0.006300,-30.000000
0.006310,50.000000
0.006320,-30.000000
0.006330,50.000000
0.006340,-30.000000
0.006350,50.000000
0.006360,-30.000000
0.006370,50.000000
0.006380,-30.000000
0.006390,50.000000
0.006400,-30.000000
0.006410,50.000000
0.006420,-30.000000
0.006430,50.000000
0.006440,-30.000000
0.006450,50.000000
0.006460,-30.000000
0.006470,50.000000
0.006480,-30.000000
0.006490,50.000000
0.006500,-30.000000
0.006510,50.000000
0.006520,-30.000000
0.006530,50.000000
0.006540,-30.000000
0.006550,50.000000
0.006560,-30.000000
0.006570,50.000000
0.006580,-30.000000
0.006590,50.000000
0.006600,-30.000000
0.006610,50.000000
0.006620,-30.000000
0.006630,50.000000
0.006640,-30.000000
0.006650,50.000000
0.006660,-30.000000
0.006670,50.000000
0.006680,-30.000000
0.006690,50.000000
0.006700,-30.000000
0.006710,50.000000
0.006720,-30.000000
0.006730,50.000000
0.006740,-30.000000
0.006750,50.000000
0.006760,-30.000000
0.006770,50.000000
0.006780,-30.000000
0.006790,50.000000
0.006800,-30.000000
0.006810,50.000000
0.006820,-30.000000
0.006830,50.000000
0.006840,-30.000000
0.006850,50.000000
0.006860,-30.000000
0.006870,50.000000
0.006880,-30.000000
0.006890,50.000000
0.006900,-30.000000
0.006910,50.000000
0.006920,-30.000000
0.006930,50.000000
0.006940,-30.000000
0.006950,50.000000
0.006960,-30.000000
0.006970,50.000000
0.006980,-30.000000
0.006990,50.000000
0.007000,-30.000000
0.007010,50.000000
0.007020,-30.000000
0.007030,50.000000
0.007040,-30.000000
0.007050,50.000000
0.007060,-30.000000
0.007070,50.000000
0.007080,-30.000000
0.007090,50.000000
0.007100,-30.000000
0.007110,50.000000
0.007120,-30.000000
0.007130,50.000000
0.007140,-30.000000
0.007150,50.000000
0.007160,-30.000000
0.007170,50.000000
0.007180,-30.000000
0.007190,50.000000
0.007200,-30.000000
0.007210,50.000000
0.007220,-30.000000
0.007230,50.000000
0.007240,-30.000000
0.007250,50.000000
0.007260,-30.000000
0.007270,50.000000
0.007280,-30.000000
0.007290,50.000000
0.007300,-30.000000
0.007310,50.000000
0.007320,-30.000000
0.007330,50.000000
0.007340,-30.000000
0.007350,50.000000
0.007360,-30.000000
0.007370,50.000000
0.007380,-30.000000
0.007390,50.000000
0.007400,-30.000000
0.007410,50.000000
0.007420,-30.000000
0.007430,50.000000
0.007440,-30.000000
0.007450,50.000000
0.007460,-30.000000
0.007470,50.000000
0.007480,-30.000000
0.007490,50.000000
0.007500,-30.000000
0.007510,50.000000
0.007520,-30.000000
0.007530,50.000000
0.007540,-30.000000
0.007550,50.000000
0.007560,-30.000000
0.007570,50.000000
0.007580,-30.000000
0.007590,50.000000
0.007600,-30.000000
0.007610,50.000000
0.007620,-30.000000
0.007630,50.000000
0.007640,-30.000000
0.007650,50.000000
0.007660,-30.000000
0.007670,50.000000
0.007680,-30.000000
0.007690,50.000000
0.007700,-30.000000
0.007710,50.000000
0.007720,-30.000000
0.007730,50.000000
0.007740,-30.000000
0.007750,50.000000
0.007760,-30.000000
0.007770,50.000000
0.007780,-30.000000
0.007790,50.000000
0.007800,-30.000000
0.007810,50.000000
0.007820,-30.000000
0.007830,50.000000
0.007840,-30.000000
0.007850,50.000000
0.007860,-30.000000
0.007870,50.000000
0.007880,-30.000000
0.007890,50.000000
0.007900,-30.000000
0.007910,50.000000
0.007920,-30.000000
0.007930,50.000000
0.007940,-30.000000
0.007950,50.000000
0.007960,-30.000000
0.007970,50.000000
0.007980,-30.000000
0.007990,50.000000
0.008000,-30.000000
0.008010,50.000000
0.008020,-30.000000
0.008030,50.000000
0.008040,-30.000000
0.008050,50.000000
0.008060,-30.000000
0.008070,50.000000
0.008080,-30.000000
0.008090,50.000000
0.008100,-30.000000
0.008110,50.000000
0.008120,-30.000000
0.008130,50.000000
0.008140,-30.000000
0.008150,50.000000
0.008160,-30.000000
0.008170,50.000000
0.008180,-30.000000
0.008190,50.000000
0.008200,-30.000000
0.008210,50.000000
0.008220,-30.000000
0.008230,50.000000
0.008240,-30.000000
0.008250,50.000000
0.008260,-30.000000
0.008270,50.000000
0.008280,-30.000000
0.008290,50.000000
0.008300,-30.000000
0.008310,50.000000
0.008320,-30.000000
0.008330,50.000000
0.008340,-30.000000
0.008350,50.000000
0.008360,-30.000000
0.008370,50.000000
0.008380,-30.000000
0.008390,50.000000
0.008400,-30.000000
0.008410,50.000000
0.008420,-30.000000
0.008430,50.000000
0.008440,-30.000000
0.008450,50.000000
0.008460,-30.000000
0.008470,50.000000
0.008480,-30.000000
0.008490,50.000000
0.008500,-30.000000
0.008510,50.000000
0.008520,-30.000000
0.008530,50.000000
0.008540,-30.000000
0.008550,50.000000
0.008560,-30.000000
0.008570,50.000000
0.008580,-30.000000
0.008590,50.000000
0.008600,-30.000000
0.008610,50.000000
0.008620,-30.000000
0.008630,50.000000
0.008640,-30.000000
0.008650,50.000000
0.008660,-30.000000
0.008670,50.000000
0.008680,-30.000000
0.008690,50.000000
0.008700,-30.000000
0.008710,50.000000
0.008720,-30.000000
0.008730,50.000000
0.008740,-30.000000
0.008750,50.000000
0.008760,-30.000000
0.008770,50.000000
0.008780,-30.000000
0.008790,50.000000
0.008800,-30.000000
0.008810,50.000000
0.008820,-30.000000
0.008830,50.000000
0.008840,-30.000000
0.008850,50.000000
0.008860,-30.000000
0.008870,50.000000
0.008880,-30.000000
0.008890,50.000000
0.008900,-30.000000
0.008910,50.000000
0.008920,-30.000000
0.008930,50.000000
0.008940,-30.000000
0.008950,50.000000
0.008960,-30.000000
0.008970,50.000000
0.008980,-30.000000
0.008990,50.000000
0.009000,-30.000000
0.009010,50.000000
0.009020,-30.000000
0.009030,50.000000
0.009040,-30.000000
0.009050,50.000000
0.009060,-30.000000
0.009070,50.000000
0.009080,-30.000000
0.009090,50.000000
0.009100,-30.000000
0.009110,50.000000
0.009120,-30.000000
0.009130,50.000000
0.009140,-30.000000
0.009150,50.000000
0.009160,-30.000000
0.009170,50.000000
0.009180,-30.000000
0.009190,50.000000
0.009200,-30.000000
0.009210,50.000000
0.009220,-30.000000
0.009230,50.000000
0.009240,-30.000000
0.009250,50.000000
0.009260,-30.000000
0.009270,50.000000
0.009280,-30.000000
0.009290,50.000000
0.009300,-30.000000
0.009310,50.000000
0.009320,-30.000000
0.009330,50.000000
0.009340,-30.000000
0.009350,50.000000
0.009360,-30.000000
0.009370,50.000000
0.009380,-30.000000
0.009390,50.000000
0.009400,-30.000000
0.009410,50.000000
0.009420,-30.000000
0.009430,50.000000
0.009440,-30.000000
0.009450,50.000000
0.009460,-30.000000
0.009470,50.000000
0.009480,-30.000000
0.009490,50.000000
0.009500,-30.000000
0.009510,50.000000
0.009520,-30.000000
0.009530,50.000000
0.009540,-30.000000
0.009550,50.000000
0.009560,-30.000000
0.009570,50.000000
0.009580,-30.000000
0.009590,50.000000
0.009600,-30.000000
0.009610,50.000000
0.009620,-30.000000
0.009630,50.000000
0.009640,-30.000000
0.009650,50.000000
0.009660,-30.000000
0.009670,50.000000
0.009680,-30.000000
0.009690,50.000000
0.009700,-30.000000
0.009710,50.000000
0.009720,-30.000000
0.009730,50.000000
0.009740,-30.000000
0.009750,50.000000
0.009760,-30.000000
0.009770,50.000000
0.009780,-30.000000
0.009790,50.000000
0.009800,-30.000000
0.009810,50.000000
0.009820,-30.000000
0.009830,50.000000
0.009840,-30.000000
0.009850,50.000000
0.009860,-30.000000
0.009870,50.000000
0.009880,-30.000000
0.009890,50.000000
0.009900,-30.000000
0.009910,50.000000
0.009920,-30.000000
0.009930,50.000000
0.009940,-30.000000
0.009950,50.000000
0.009960,-30.000000
0.009970,50.000000
0.009980,-30.000000
0.009990,50.000000
0.010000,-30.000000
0.010010,50.000000
0.010020,-30.000000
0.010030,50.000000
0.010040,-30.000000
0.010050,50.000000
0.010060,-30.000000
0.010070,50.000000
0.010080,-30.000000
0.010090,50.000000
0.010100,-30.000000
0.010110,50.000000
0.010120,-30.000000
0.010130,50.000000
0.010140,-30.000000
0.010150,50.000000
0.010160,-30.000000
0.010170,50.000000
0.010180,-30.000000
0.010190,50.000000
0.010200,-30.000000
0.010210,50.000000
0.010220,-30.000000
0.010230,50.000000
0.010240,-30.000000
0.010250,50.000000
0.010260,-30.000000
0.010270,50.000000
0.010280,-30.000000
0.010290,50.000000
0.010300,-30.000000
0.010310,50.000000
0.010320,-30.000000
0.010330,50.000000
0.010340,-30.000000
0.010350,50.000000
0.010360,-30.000000
0.010370,50.000000
0.010380,-30.000000
0.010390,50.000000
0.010400,-30.000000
0.010410,50.000000
0.010420,-30.000000
0.010430,50.000000
0.010440,-30.000000
0.010450,50.000000
0.010460,-30.000000
0.010470,50.000000
0.010480,-30.000000
0.010490,50.000000
0.010500,-30.000000
0.010510,50.000000
0.010520,-30.000000
0.010530,50.000000
0.010540,-30.000000
0.010550,50.000000
0.010560,-30.000000
0.010570,50.000000
0.010580,-30.000000
0.010590,50.000000
0.010600,-30.000000
0.010610,50.000000
0.010620,-30.000000
0.010630,50.000000
0.010640,-30.000000
0.010650,50.000000
0.010660,-30.000000
0.010670,50.000000
0.010680,-30.000000
0.010690,50.000000
0.010700,-30.000000
0.010710,50.000000
0.010720,-30.000000
0.010730,50.000000
0.010740,-30.000000
0.010750,50.000000
0.010760,-30.000000
0.010770,50.000000
0.010780,-30.000000
0.010790,50.000000
0.010800,-30.000000
0.010810,50.000000
0.010820,-30.000000
0.010830,50.000000
0.010840,-30.000000
0.010850,50.000000
0.010860,-30.000000
0.010870,50.000000
0.010880,-30.000000
0.010890,50.000000
0.010900,-30.000000
0.010910,50.000000
0.010920,-30.000000
0.010930,50.000000
0.010940,-30.000000
0.010950,50.000000
0.010960,-30.000000
0.010970,50.000000
0.010980,-30.000000
0.010990,50.000000
0.011000,-30.000000
0.011010,50.000000
0.011020,-30.000000
0.011030,50.000000
0.011040,-30.000000
0.011050,50.000000
0.011060,-30.000000
0.011070,50.000000
0.011080,-30.000000
0.011090,50.000000
0.011100,-30.000000
0.011110,50.000000
0.011120,-30.000000
0.011130,50.000000
0.011140,-30.000000
0.011150,50.000000
0.011160,-30.000000
0.011170,50.000000
0.011180,-30.000000
0.011190,50.000000
0.011200,-30.000000
0.011210,50.000000
0.011220,-30.000000
0.011230,50.000000
0.011240,-30.000000
0.011250,50.000000
0.011260,-30.000000
0.011270,50.000000
0.011280,-30.000000
0.011290,50.000000
0.011300,-30.000000
0.011310,50.000000
0.011320,-30.000000
0.011330,50.000000
0.011340,-30.000000
0.011350,50.000000
0.011360,-30.000000
0.011370,50.000000
0.011380,-30.000000
0.011390,50.000000
0.011400,-30.000000
0.011410,50.000000
0.011420,-30.000000
0.011430,50.000000
0.011440,-30.000000
0.011450,50.000000
0.011460,-30.000000
0.011470,50.000000
0.011480,-30.000000
0.011490,50.000000
0.011500,-30.000000
0.011510,50.000000
0.011520,-30.000000
0.011530,50.000000
0.011540,-30.000000
0.011550,50.000000
0.011560,-30.000000
0.011570,50.000000
0.011580,-30.000000
0.011590,50.000000
0.011600,-30.000000
0.011610,50.000000
0.011620,-30.000000
0.011630,50.000000
0.011640,-30.000000
0.011650,50.000000
0.011660,-30.000000
0.011670,50.000000
0.011680,-30.000000
0.011690,50.000000
0.011700,-30.000000
0.011710,50.000000
0.011720,-30.000000
0.011730,50.000000
0.011740,-30.000000
0.011750,50.000000
0.011760,-30.000000
0.011770,50.000000
0.011780,-30.000000
0.011790,50.000000
0.011800,-30.000000
0.011810,50.000000
0.011820,-30.000000
0.011830,50.000000
0.011840,-30.000000
0.011850,50.000000
0.011860,-30.000000
0.011870,50.000000
0.011880,-30.000000
0.011890,50.000000
0.011900,-30.000000
0.011910,50.000000
0.011920,-30.000000
0.011930,50.000000
0.011940,-30.000000
0.011950,50.000000
0.011960,-30.000000
0.011970,50.000000
0.011980,-30.000000
0.011990,50.000000
0.012000,-30.000000
0.012010,50.000000
0.012020,-30.000000
0.012030,50.000000
0.012040,-30.000000
0.012050,50.000000
0.012060,-30.000000
0.012070,50.000000
0.012080,-30.000000
0.012090,50.000000
0.012100,-30.000000
0.012110,50.000000
0.012120,-30.000000
0.012130,50.000000
0.012140,-30.000000
0.012150,50.000000
0.012160,-30.000000
0.012170,50.000000
0.012180,-30.000000
0.012190,50.000000
0.012200,-30.000000
0.012210,50.000000
0.012220,-30.000000
0.012230,50.000000
0.012240,-30.000000
0.012250,50.000000
0.012260,-30.000000
0.012270,50.000000
0.012280,-30.000000
0.012290,50.000000
0.012300,-30.000000
0.012310,50.000000
0.012320,-30.000000
0.012330,50.000000
0.012340,-30.000000
0.012350,50.000000
0.012360,-30.000000
0.012370,50.000000
0.012380,-30.000000
0.012390,50.000000
0.012400,-30.000000
0.012410,50.000000
0.012420,-30.000000
0.012430,50.000000
0.012440,-30.000000
0.012450,50.000000
0.012460,-30.000000
0.012470,50.000000
0.012480,-30.000000
0.012490,50.000000
0.012500,-30.000000
0.012510,50.000000
0.012520,-30.000000
0.012530,50.000000
0.012540,-30.000000
0.012550,50.000000
0.012560,-30.000000
0.012570,50.000000
0.012580,-30.000000
0.012590,50.000000
0.012600,-30.000000
0.012610,50.000000
0.012620,-30.000000
0.012630,50.000000
0.012640,-30.000000
0.012650,50.000000
0.012660,-30.000000
0.012670,50.000000
0.012680,-30.000000
0.012690,50.000000
0.012700,-30.000000
0.012710,50.000000
0.012720,-30.000000
0.012730,50.000000
0.012740,-30.000000
0.012750,50.000000
0.012760,-30.000000
0.012770,50.000000
0.012780,-30.000000
0.012790,50.000000
0.012800,-30.000000
0.012810,50.000000
0.012820,-30.000000
0.012830,50.000000
0.012840,-30.000000
0.012850,50.000000
0.012860,-30.000000
0.012870,50.000000
0.012880,-30.000000
0.012890,50.000000
0.012900,-30.000000
0.012910,50.000000
0.012920,-30.000000
0.012930,50.000000
0.012940,-30.000000
0.012950,50.000000
0.012960,-30.000000
0.012970,50.000000
0.012980,-30.000000
0.012990,50.000000
0.013000,-30.000000
0.013010,50.000000
0.013020,-30.000000
0.013030,50.000000
0.013040,-30.000000
0.013050,50.000000
0.013060,-30.000000
0.013070,50.000000
0.013080,-30.000000
0.013090,50.000000
0.013100,-30.000000
0.013110,50.000000
0.013120,-30.000000
0.013130,50.000000
0.013140,-30.000000
0.013150,50.000000
0.013160,-30.000000
0.013170,50.000000
0.013180,-30.000000
0.013190,50.000000
0.013200,-30.000000
0.013210,50.000000
0.013220,-30.000000
0.013230,50.000000
0.013240,-30.000000
0.013250,50.000000
0.013260,-30.000000
0.013270,50.000000
0.013280,-30.000000
